LocationType,Location,Category,TimeFrame,DataFormat,Data
State,Montana,Medical neglect,2022,Number,14
State,Montana,Sexual abuse,2022,Number,107
State,Montana,Emotional abuse,2022,Number,12
State,Montana,Other/missing maltreatment type,2022,Number,1
State,Montana,Other/missing maltreatment type,2022,Percent,<.5%
State,Montana,Emotional abuse,2022,Percent,<.5%
State,Montana,Sexual abuse,2022,Percent,0.04
State,Montana,Medical neglect,2022,Percent,0.01
State,Montana,Neglect,2022,Percent,0.96
State,Montana,Physical abuse,2022,Percent,0.06
State,Montana,Emotional abuse,2017,Percent,0.01
State,Montana,Medical neglect,2017,Percent,<.5%
State,Montana,Neglect,2017,Percent,0.97
State,Montana,Other/missing maltreatment type,2017,Percent,N.R.
State,Montana,Physical abuse,2017,Percent,0.04
State,Montana,Sexual abuse,2017,Percent,0.03
State,Montana,Emotional abuse,2017,Number,31
State,Montana,Medical neglect,2017,Number,6
State,Montana,Neglect,2017,Number,3420
State,Montana,Other/missing maltreatment type,2017,Number,N.R.
State,Montana,Physical abuse,2017,Number,138
State,Montana,Sexual abuse,2017,Number,97
State,Montana,Emotional abuse,2016,Number,59
State,Montana,Medical neglect,2016,Number,4
State,Montana,Neglect,2016,Number,2986
State,Montana,Other/missing maltreatment type,2016,Number,5
State,Montana,Physical abuse,2016,Number,128
State,Montana,Sexual abuse,2016,Number,95
State,Montana,Sexual abuse,2020,Percent,0.03
State,Montana,Physical abuse,2020,Percent,0.05
State,Montana,Other/missing maltreatment type,2020,Percent,<.5%
State,Montana,Neglect,2020,Percent,0.98
State,Montana,Medical neglect,2020,Percent,<.5%
State,Montana,Emotional abuse,2020,Percent,0.01
State,Montana,Emotional abuse,2020,Number,24
State,Montana,Medical neglect,2020,Number,13
State,Montana,Neglect,2020,Number,3626
State,Montana,Other/missing maltreatment type,2020,Number,3
State,Montana,Physical abuse,2020,Number,183
State,Montana,Sexual abuse,2020,Number,106
State,Montana,Emotional abuse,2016,Percent,0.02
State,Montana,Medical neglect,2016,Percent,<.5%
State,Montana,Neglect,2016,Percent,0.97
State,Montana,Other/missing maltreatment type,2016,Percent,<.5%
State,Montana,Physical abuse,2016,Percent,0.04
State,Montana,Sexual abuse,2016,Percent,0.03
State,Montana,Emotional abuse,2015,Percent,0.03
State,Montana,Medical neglect,2015,Percent,<.5%
State,Montana,Neglect,2015,Percent,0.94
State,Montana,Other/missing maltreatment type,2015,Percent,<.5%
State,Montana,Physical abuse,2015,Percent,0.06
State,Montana,Sexual abuse,2015,Percent,0.04
State,Montana,Emotional abuse,2015,Number,48
State,Montana,Medical neglect,2015,Number,9
State,Montana,Neglect,2015,Number,1740
State,Montana,Other/missing maltreatment type,2015,Number,5
State,Montana,Physical abuse,2015,Number,105
State,Montana,Sexual abuse,2015,Number,71
State,Montana,Sexual abuse,2018,Percent,0.03
State,Montana,Physical abuse,2018,Percent,0.03
State,Montana,Other/missing maltreatment type,2018,Percent,N.R.
State,Montana,Neglect,2018,Percent,0.98
State,Montana,Medical neglect,2018,Percent,<.5%
State,Montana,Emotional abuse,2018,Percent,0.01
State,Montana,Emotional abuse,2018,Number,20
State,Montana,Medical neglect,2018,Number,2
State,Montana,Neglect,2018,Number,3645
State,Montana,Other/missing maltreatment type,2018,Number,N.R.
State,Montana,Physical abuse,2018,Number,130
State,Montana,Sexual abuse,2018,Number,119
State,Nebraska,Emotional abuse,2018,Number,16
State,Nebraska,Medical neglect,2018,Number,1
State,Nebraska,Neglect,2018,Number,2121
State,Nebraska,Other/missing maltreatment type,2018,Number,N.R.
State,Nebraska,Physical abuse,2018,Number,338
State,Nebraska,Sexual abuse,2018,Number,295
State,Nebraska,Sexual abuse,2018,Percent,0.11
State,Nebraska,Physical abuse,2018,Percent,0.13
State,Nebraska,Other/missing maltreatment type,2018,Percent,N.R.
State,Nebraska,Neglect,2018,Percent,0.81
State,Nebraska,Medical neglect,2018,Percent,<.5%
State,Nebraska,Emotional abuse,2018,Percent,0.01
State,Nebraska,Emotional abuse,2015,Number,38
State,Nebraska,Medical neglect,2015,Number,N.R.
State,Nebraska,Neglect,2015,Number,2962
State,Nebraska,Other/missing maltreatment type,2015,Number,N.R.
State,Nebraska,Physical abuse,2015,Number,423
State,Nebraska,Sexual abuse,2015,Number,237
State,Nebraska,Emotional abuse,2015,Percent,0.01
State,Nebraska,Medical neglect,2015,Percent,N.R.
State,Nebraska,Neglect,2015,Percent,0.85
State,Nebraska,Other/missing maltreatment type,2015,Percent,N.R.
State,Nebraska,Physical abuse,2015,Percent,0.12
State,Nebraska,Sexual abuse,2015,Percent,0.07
State,Nebraska,Emotional abuse,2020,Number,10
State,Nebraska,Medical neglect,2020,Number,1
State,Nebraska,Neglect,2020,Number,1908
State,Nebraska,Other/missing maltreatment type,2020,Number,N.R.
State,Nebraska,Physical abuse,2020,Number,316
State,Nebraska,Sexual abuse,2020,Number,243
State,Nebraska,Emotional abuse,2016,Percent,0.01
State,Nebraska,Medical neglect,2016,Percent,N.R.
State,Nebraska,Neglect,2016,Percent,0.86
State,Nebraska,Other/missing maltreatment type,2016,Percent,N.R.
State,Nebraska,Physical abuse,2016,Percent,0.12
State,Nebraska,Sexual abuse,2016,Percent,0.06
State,Nebraska,Sexual abuse,2020,Percent,0.1
State,Nebraska,Physical abuse,2020,Percent,0.13
State,Nebraska,Other/missing maltreatment type,2020,Percent,N.R.
State,Nebraska,Neglect,2020,Percent,0.81
State,Nebraska,Medical neglect,2020,Percent,<.5%
State,Nebraska,Emotional abuse,2020,Percent,<.5%
State,Nebraska,Emotional abuse,2016,Number,28
State,Nebraska,Medical neglect,2016,Number,N.R.
State,Nebraska,Neglect,2016,Number,2385
State,Nebraska,Other/missing maltreatment type,2016,Number,N.R.
State,Nebraska,Physical abuse,2016,Number,327
State,Nebraska,Sexual abuse,2016,Number,176
State,Nebraska,Emotional abuse,2017,Number,26
State,Nebraska,Medical neglect,2017,Number,1
State,Nebraska,Neglect,2017,Number,2755
State,Nebraska,Other/missing maltreatment type,2017,Number,N.R.
State,Nebraska,Physical abuse,2017,Number,376
State,Nebraska,Sexual abuse,2017,Number,235
State,Nebraska,Emotional abuse,2017,Percent,0.01
State,Nebraska,Medical neglect,2017,Percent,<.5%
State,Nebraska,Neglect,2017,Percent,0.86
State,Nebraska,Other/missing maltreatment type,2017,Percent,N.R.
State,Nebraska,Physical abuse,2017,Percent,0.12
State,Nebraska,Sexual abuse,2017,Percent,0.07
State,Nebraska,Sexual abuse,2022,Percent,0.08
State,Nebraska,Medical neglect,2022,Percent,<.5%
State,Nebraska,Neglect,2022,Percent,0.85
State,Nebraska,Physical abuse,2022,Percent,0.12
State,Nebraska,Other/missing maltreatment type,2022,Percent,N.R.
State,Nebraska,Emotional abuse,2022,Percent,0.01
State,Nebraska,Physical abuse,2022,Number,246
State,Nebraska,Neglect,2022,Number,1690
State,Nebraska,Medical neglect,2022,Number,1
State,Nebraska,Sexual abuse,2022,Number,162
State,Nebraska,Emotional abuse,2022,Number,15
State,Nebraska,Other/missing maltreatment type,2022,Number,N.R.
State,Nebraska,Emotional abuse,2019,Number,12
State,Nebraska,Medical neglect,2019,Number,2
State,Nebraska,Neglect,2019,Number,2337
State,Nebraska,Other/missing maltreatment type,2019,Number,N.R.
State,Nebraska,Physical abuse,2019,Number,357
State,Nebraska,Sexual abuse,2019,Number,252
State,Nebraska,Sexual abuse,2019,Percent,0.09
State,Nebraska,Physical abuse,2019,Percent,0.13
State,Nebraska,Other/missing maltreatment type,2019,Percent,N.R.
State,Nebraska,Neglect,2019,Percent,0.84
State,Nebraska,Medical neglect,2019,Percent,<.5%
State,Nebraska,Emotional abuse,2019,Percent,<.5%
State,Nebraska,Sexual abuse,2021,Percent,0.09
State,Nebraska,Physical abuse,2021,Percent,0.15
State,Nebraska,Other/missing maltreatment type,2021,Percent,N.R.
State,Nebraska,Neglect,2021,Percent,0.83
State,Nebraska,Medical neglect,2021,Percent,<.5%
State,Nebraska,Emotional abuse,2021,Percent,0.01
State,Nebraska,Emotional abuse,2021,Number,24
State,Nebraska,Medical neglect,2021,Number,1
State,Nebraska,Neglect,2021,Number,2013
State,Nebraska,Other/missing maltreatment type,2021,Number,N.R.
State,Nebraska,Physical abuse,2021,Number,354
State,Nebraska,Sexual abuse,2021,Number,217
State,Nevada,Emotional abuse,2021,Number,11
State,Nevada,Medical neglect,2021,Number,59
State,Nevada,Neglect,2021,Number,4683
State,Nevada,Other/missing maltreatment type,2021,Number,N.R.
State,Nevada,Physical abuse,2021,Number,947
State,Nevada,Sexual abuse,2021,Number,396
State,Nevada,Sexual abuse,2021,Percent,0.07
State,Nevada,Physical abuse,2021,Percent,0.17
State,Nevada,Other/missing maltreatment type,2021,Percent,N.R.
State,Nevada,Neglect,2021,Percent,0.85
State,Nevada,Medical neglect,2021,Percent,0.01
State,Nevada,Emotional abuse,2021,Percent,<.5%
State,Nevada,Sexual abuse,2019,Percent,0.06
State,Nevada,Physical abuse,2019,Percent,0.19
State,Nevada,Other/missing maltreatment type,2019,Percent,N.R.
State,Nevada,Neglect,2019,Percent,0.84
State,Nevada,Medical neglect,2019,Percent,0.02
State,Nevada,Emotional abuse,2019,Percent,<.5%
State,Nevada,Emotional abuse,2019,Number,4
State,Nevada,Medical neglect,2019,Number,82
State,Nevada,Neglect,2019,Number,4183
State,Nevada,Other/missing maltreatment type,2019,Number,N.R.
State,Nevada,Physical abuse,2019,Number,951
State,Nevada,Sexual abuse,2019,Number,290
State,Nevada,Physical abuse,2022,Number,934
State,Nevada,Neglect,2022,Number,4972
State,Nevada,Medical neglect,2022,Number,83
State,Nevada,Sexual abuse,2022,Number,458
State,Nevada,Emotional abuse,2022,Number,6
State,Nevada,Other/missing maltreatment type,2022,Number,N.R.
State,Nevada,Other/missing maltreatment type,2022,Percent,N.R.
State,Nevada,Emotional abuse,2022,Percent,<.5%
State,Nevada,Sexual abuse,2022,Percent,0.08
State,Nevada,Medical neglect,2022,Percent,0.01
State,Nevada,Neglect,2022,Percent,0.85
State,Nevada,Physical abuse,2022,Percent,0.16
State,Nevada,Emotional abuse,2017,Percent,<.5%
State,Nevada,Medical neglect,2017,Percent,0.02
State,Nevada,Neglect,2017,Percent,0.83
State,Nevada,Other/missing maltreatment type,2017,Percent,N.R.
State,Nevada,Physical abuse,2017,Percent,0.22
State,Nevada,Sexual abuse,2017,Percent,0.05
State,Nevada,Emotional abuse,2017,Number,10
State,Nevada,Medical neglect,2017,Number,81
State,Nevada,Neglect,2017,Number,4002
State,Nevada,Other/missing maltreatment type,2017,Number,N.R.
State,Nevada,Physical abuse,2017,Number,1050
State,Nevada,Sexual abuse,2017,Number,250
State,Nevada,Emotional abuse,2016,Number,24
State,Nevada,Medical neglect,2016,Number,88
State,Nevada,Neglect,2016,Number,3910
State,Nevada,Other/missing maltreatment type,2016,Number,N.R.
State,Nevada,Physical abuse,2016,Number,1273
State,Nevada,Sexual abuse,2016,Number,269
State,Nevada,Sexual abuse,2020,Percent,0.07
State,Nevada,Physical abuse,2020,Percent,0.21
State,Nevada,Other/missing maltreatment type,2020,Percent,N.R.
State,Nevada,Neglect,2020,Percent,0.83
State,Nevada,Medical neglect,2020,Percent,0.02
State,Nevada,Emotional abuse,2020,Percent,<.5%
State,Nevada,Emotional abuse,2016,Percent,<.5%
State,Nevada,Medical neglect,2016,Percent,0.02
State,Nevada,Neglect,2016,Percent,0.8
State,Nevada,Other/missing maltreatment type,2016,Percent,N.R.
State,Nevada,Physical abuse,2016,Percent,0.26
State,Nevada,Sexual abuse,2016,Percent,0.06
State,Nevada,Emotional abuse,2020,Number,18
State,Nevada,Medical neglect,2020,Number,76
State,Nevada,Neglect,2020,Number,4136
State,Nevada,Other/missing maltreatment type,2020,Number,N.R.
State,Nevada,Physical abuse,2020,Number,1027
State,Nevada,Sexual abuse,2020,Number,365
State,Nevada,Emotional abuse,2015,Percent,0.01
State,Nevada,Medical neglect,2015,Percent,0.02
State,Nevada,Neglect,2015,Percent,0.74
State,Nevada,Other/missing maltreatment type,2015,Percent,N.R.
State,Nevada,Physical abuse,2015,Percent,0.33
State,Nevada,Sexual abuse,2015,Percent,0.06
State,Nevada,Emotional abuse,2015,Number,41
State,Nevada,Medical neglect,2015,Number,106
State,Nevada,Neglect,2015,Number,3636
State,Nevada,Other/missing maltreatment type,2015,Number,N.R.
State,Nevada,Physical abuse,2015,Number,1650
State,Nevada,Sexual abuse,2015,Number,277
State,Nevada,Sexual abuse,2018,Percent,0.07
State,Nevada,Physical abuse,2018,Percent,0.19
State,Nevada,Other/missing maltreatment type,2018,Percent,N.R.
State,Nevada,Neglect,2018,Percent,0.84
State,Nevada,Medical neglect,2018,Percent,0.02
State,Nevada,Emotional abuse,2018,Percent,<.5%
State,Nevada,Emotional abuse,2018,Number,17
State,Nevada,Medical neglect,2018,Number,80
State,Nevada,Neglect,2018,Number,4302
State,Nevada,Other/missing maltreatment type,2018,Number,N.R.
State,Nevada,Physical abuse,2018,Number,985
State,Nevada,Sexual abuse,2018,Number,335
State,New Hampshire,Emotional abuse,2018,Number,26
State,New Hampshire,Medical neglect,2018,Number,29
State,New Hampshire,Neglect,2018,Number,1167
State,New Hampshire,Other/missing maltreatment type,2018,Number,N.R.
State,New Hampshire,Physical abuse,2018,Number,111
State,New Hampshire,Sexual abuse,2018,Number,98
State,New Hampshire,Sexual abuse,2018,Percent,0.07
State,New Hampshire,Physical abuse,2018,Percent,0.08
State,New Hampshire,Other/missing maltreatment type,2018,Percent,N.R.
State,New Hampshire,Neglect,2018,Percent,0.88
State,New Hampshire,Medical neglect,2018,Percent,0.02
State,New Hampshire,Emotional abuse,2018,Percent,0.02
State,New Hampshire,Emotional abuse,2015,Number,5
State,New Hampshire,Medical neglect,2015,Number,29
State,New Hampshire,Neglect,2015,Number,644
State,New Hampshire,Other/missing maltreatment type,2015,Number,N.R.
State,New Hampshire,Physical abuse,2015,Number,48
State,New Hampshire,Sexual abuse,2015,Number,80
State,New Hampshire,Emotional abuse,2015,Percent,0.01
State,New Hampshire,Medical neglect,2015,Percent,0.04
State,New Hampshire,Neglect,2015,Percent,0.87
State,New Hampshire,Other/missing maltreatment type,2015,Percent,N.R.
State,New Hampshire,Physical abuse,2015,Percent,0.06
State,New Hampshire,Sexual abuse,2015,Percent,0.11
State,New Hampshire,Emotional abuse,2020,Number,45
State,New Hampshire,Medical neglect,2020,Number,28
State,New Hampshire,Neglect,2020,Number,1010
State,New Hampshire,Other/missing maltreatment type,2020,Number,N.R.
State,New Hampshire,Physical abuse,2020,Number,82
State,New Hampshire,Sexual abuse,2020,Number,119
State,New Hampshire,Emotional abuse,2016,Percent,0.02
State,New Hampshire,Medical neglect,2016,Percent,0.03
State,New Hampshire,Neglect,2016,Percent,0.86
State,New Hampshire,Other/missing maltreatment type,2016,Percent,N.R.
State,New Hampshire,Physical abuse,2016,Percent,0.08
State,New Hampshire,Sexual abuse,2016,Percent,0.09
State,New Hampshire,Sexual abuse,2020,Percent,0.1
State,New Hampshire,Physical abuse,2020,Percent,0.07
State,New Hampshire,Other/missing maltreatment type,2020,Percent,N.R.
State,New Hampshire,Neglect,2020,Percent,0.86
State,New Hampshire,Medical neglect,2020,Percent,0.02
State,New Hampshire,Emotional abuse,2020,Percent,0.04
State,New Hampshire,Emotional abuse,2016,Number,14
State,New Hampshire,Medical neglect,2016,Number,24
State,New Hampshire,Neglect,2016,Number,777
State,New Hampshire,Other/missing maltreatment type,2016,Number,N.R.
State,New Hampshire,Physical abuse,2016,Number,76
State,New Hampshire,Sexual abuse,2016,Number,79
State,New Hampshire,Emotional abuse,2017,Number,8
State,New Hampshire,Medical neglect,2017,Number,26
State,New Hampshire,Neglect,2017,Number,1011
State,New Hampshire,Other/missing maltreatment type,2017,Number,N.R.
State,New Hampshire,Physical abuse,2017,Number,97
State,New Hampshire,Sexual abuse,2017,Number,78
State,New Hampshire,Emotional abuse,2017,Percent,0.01
State,New Hampshire,Medical neglect,2017,Percent,0.02
State,New Hampshire,Neglect,2017,Percent,0.89
State,New Hampshire,Other/missing maltreatment type,2017,Percent,N.R.
State,New Hampshire,Physical abuse,2017,Percent,0.08
State,New Hampshire,Sexual abuse,2017,Percent,0.07
State,New Hampshire,Other/missing maltreatment type,2022,Percent,N.R.
State,New Hampshire,Emotional abuse,2022,Percent,0.06
State,New Hampshire,Sexual abuse,2022,Percent,0.07
State,New Hampshire,Medical neglect,2022,Percent,0.04
State,New Hampshire,Neglect,2022,Percent,0.88
State,New Hampshire,Physical abuse,2022,Percent,0.1
State,New Hampshire,Physical abuse,2022,Number,102
State,New Hampshire,Neglect,2022,Number,909
State,New Hampshire,Medical neglect,2022,Number,39
State,New Hampshire,Sexual abuse,2022,Number,68
State,New Hampshire,Emotional abuse,2022,Number,64
State,New Hampshire,Other/missing maltreatment type,2022,Number,N.R.
State,New Hampshire,Emotional abuse,2019,Number,20
State,New Hampshire,Medical neglect,2019,Number,50
State,New Hampshire,Neglect,2019,Number,1050
State,New Hampshire,Other/missing maltreatment type,2019,Number,N.R.
State,New Hampshire,Physical abuse,2019,Number,106
State,New Hampshire,Sexual abuse,2019,Number,100
State,New Hampshire,Sexual abuse,2019,Percent,0.08
State,New Hampshire,Physical abuse,2019,Percent,0.09
State,New Hampshire,Other/missing maltreatment type,2019,Percent,N.R.
State,New Hampshire,Neglect,2019,Percent,0.87
State,New Hampshire,Medical neglect,2019,Percent,0.04
State,New Hampshire,Emotional abuse,2019,Percent,0.02
State,New Hampshire,Sexual abuse,2021,Percent,0.08
State,New Hampshire,Physical abuse,2021,Percent,0.1
State,New Hampshire,Other/missing maltreatment type,2021,Percent,N.R.
State,New Hampshire,Neglect,2021,Percent,0.85
State,New Hampshire,Medical neglect,2021,Percent,0.03
State,New Hampshire,Emotional abuse,2021,Percent,0.04
State,New Hampshire,Emotional abuse,2021,Number,40
State,New Hampshire,Medical neglect,2021,Number,32
State,New Hampshire,Neglect,2021,Number,834
State,New Hampshire,Other/missing maltreatment type,2021,Number,N.R.
State,New Hampshire,Physical abuse,2021,Number,101
State,New Hampshire,Sexual abuse,2021,Number,80
State,New Jersey,Emotional abuse,2021,Number,27
State,New Jersey,Medical neglect,2021,Number,63
State,New Jersey,Neglect,2021,Number,2287
State,New Jersey,Other/missing maltreatment type,2021,Number,N.R.
State,New Jersey,Physical abuse,2021,Number,366
State,New Jersey,Sexual abuse,2021,Number,603
State,New Jersey,Sexual abuse,2021,Percent,0.19
State,New Jersey,Physical abuse,2021,Percent,0.12
State,New Jersey,Other/missing maltreatment type,2021,Percent,N.R.
State,New Jersey,Neglect,2021,Percent,0.72
State,New Jersey,Medical neglect,2021,Percent,0.02
State,New Jersey,Emotional abuse,2021,Percent,0.01
State,New Jersey,Sexual abuse,2019,Percent,0.15
State,New Jersey,Physical abuse,2019,Percent,0.13
State,New Jersey,Other/missing maltreatment type,2019,Percent,<.5%
State,New Jersey,Neglect,2019,Percent,0.74
State,New Jersey,Medical neglect,2019,Percent,0.02
State,New Jersey,Emotional abuse,2019,Percent,0.01
State,New Jersey,Emotional abuse,2019,Number,71
State,New Jersey,Medical neglect,2019,Number,118
State,New Jersey,Neglect,2019,Number,3797
State,New Jersey,Other/missing maltreatment type,2019,Number,2
State,New Jersey,Physical abuse,2019,Number,657
State,New Jersey,Sexual abuse,2019,Number,769
State,New Jersey,Physical abuse,2022,Number,435
State,New Jersey,Neglect,2022,Number,2101
State,New Jersey,Medical neglect,2022,Number,60
State,New Jersey,Sexual abuse,2022,Number,645
State,New Jersey,Emotional abuse,2022,Number,18
State,New Jersey,Other/missing maltreatment type,2022,Number,N.R.
State,New Jersey,Other/missing maltreatment type,2022,Percent,N.R.
State,New Jersey,Emotional abuse,2022,Percent,0.01
State,New Jersey,Sexual abuse,2022,Percent,0.21
State,New Jersey,Medical neglect,2022,Percent,0.02
State,New Jersey,Neglect,2022,Percent,0.67
State,New Jersey,Physical abuse,2022,Percent,0.14
State,New Jersey,Emotional abuse,2017,Percent,0.01
State,New Jersey,Medical neglect,2017,Percent,N.R.
State,New Jersey,Neglect,2017,Percent,0.8
State,New Jersey,Other/missing maltreatment type,2017,Percent,N.R.
State,New Jersey,Physical abuse,2017,Percent,0.14
State,New Jersey,Sexual abuse,2017,Percent,0.11
State,New Jersey,Emotional abuse,2017,Number,52
State,New Jersey,Medical neglect,2017,Number,N.R.
State,New Jersey,Neglect,2017,Number,5334
State,New Jersey,Other/missing maltreatment type,2017,Number,N.R.
State,New Jersey,Physical abuse,2017,Number,911
State,New Jersey,Sexual abuse,2017,Number,708
State,New Jersey,Emotional abuse,2016,Number,46
State,New Jersey,Medical neglect,2016,Number,153
State,New Jersey,Neglect,2016,Number,6558
State,New Jersey,Other/missing maltreatment type,2016,Number,N.R.
State,New Jersey,Physical abuse,2016,Number,1106
State,New Jersey,Sexual abuse,2016,Number,820
State,New Jersey,Sexual abuse,2020,Percent,0.17
State,New Jersey,Physical abuse,2020,Percent,0.14
State,New Jersey,Other/missing maltreatment type,2020,Percent,N.R.
State,New Jersey,Neglect,2020,Percent,0.71
State,New Jersey,Medical neglect,2020,Percent,0.02
State,New Jersey,Emotional abuse,2020,Percent,0.01
State,New Jersey,Emotional abuse,2016,Percent,0.01
State,New Jersey,Medical neglect,2016,Percent,0.02
State,New Jersey,Neglect,2016,Percent,0.8
State,New Jersey,Other/missing maltreatment type,2016,Percent,N.R.
State,New Jersey,Physical abuse,2016,Percent,0.13
State,New Jersey,Sexual abuse,2016,Percent,0.1
State,New Jersey,Emotional abuse,2020,Number,46
State,New Jersey,Medical neglect,2020,Number,77
State,New Jersey,Neglect,2020,Number,2581
State,New Jersey,Other/missing maltreatment type,2020,Number,N.R.
State,New Jersey,Physical abuse,2020,Number,516
State,New Jersey,Sexual abuse,2020,Number,633
State,New Jersey,Emotional abuse,2015,Percent,<.5%
State,New Jersey,Medical neglect,2015,Percent,0.02
State,New Jersey,Neglect,2015,Percent,0.8
State,New Jersey,Other/missing maltreatment type,2015,Percent,N.R.
State,New Jersey,Physical abuse,2015,Percent,0.15
State,New Jersey,Sexual abuse,2015,Percent,0.09
State,New Jersey,Emotional abuse,2015,Number,45
State,New Jersey,Medical neglect,2015,Number,184
State,New Jersey,Neglect,2015,Number,7664
State,New Jersey,Other/missing maltreatment type,2015,Number,N.R.
State,New Jersey,Physical abuse,2015,Number,1462
State,New Jersey,Sexual abuse,2015,Number,840
State,New Jersey,Sexual abuse,2018,Percent,0.13
State,New Jersey,Physical abuse,2018,Percent,0.13
State,New Jersey,Other/missing maltreatment type,2018,Percent,N.R.
State,New Jersey,Neglect,2018,Percent,0.76
State,New Jersey,Medical neglect,2018,Percent,0.03
State,New Jersey,Emotional abuse,2018,Percent,0.01
State,New Jersey,Emotional abuse,2018,Number,45
State,New Jersey,Medical neglect,2018,Number,154
State,New Jersey,Neglect,2018,Number,4518
State,New Jersey,Other/missing maltreatment type,2018,Number,N.R.
State,New Jersey,Physical abuse,2018,Number,779
State,New Jersey,Sexual abuse,2018,Number,799
State,New Mexico,Emotional abuse,2018,Number,2249
State,New Mexico,Medical neglect,2018,Number,266
State,New Mexico,Neglect,2018,Number,6353
State,New Mexico,Other/missing maltreatment type,2018,Number,N.R.
State,New Mexico,Physical abuse,2018,Number,979
State,New Mexico,Sexual abuse,2018,Number,292
State,New Mexico,Sexual abuse,2018,Percent,0.04
State,New Mexico,Physical abuse,2018,Percent,0.12
State,New Mexico,Other/missing maltreatment type,2018,Percent,N.R.
State,New Mexico,Neglect,2018,Percent,0.8
State,New Mexico,Medical neglect,2018,Percent,0.03
State,New Mexico,Emotional abuse,2018,Percent,0.28
State,New Mexico,Emotional abuse,2015,Number,2000
State,New Mexico,Medical neglect,2015,Number,323
State,New Mexico,Neglect,2015,Number,7095
State,New Mexico,Other/missing maltreatment type,2015,Number,N.R.
State,New Mexico,Physical abuse,2015,Number,1158
State,New Mexico,Sexual abuse,2015,Number,231
State,New Mexico,Emotional abuse,2015,Percent,0.23
State,New Mexico,Medical neglect,2015,Percent,0.04
State,New Mexico,Neglect,2015,Percent,0.82
State,New Mexico,Other/missing maltreatment type,2015,Percent,N.R.
State,New Mexico,Physical abuse,2015,Percent,0.13
State,New Mexico,Sexual abuse,2015,Percent,0.03
State,New Mexico,Emotional abuse,2020,Number,1950
State,New Mexico,Medical neglect,2020,Number,217
State,New Mexico,Neglect,2020,Number,5692
State,New Mexico,Other/missing maltreatment type,2020,Number,N.R.
State,New Mexico,Physical abuse,2020,Number,940
State,New Mexico,Sexual abuse,2020,Number,257
State,New Mexico,Emotional abuse,2016,Percent,0.23
State,New Mexico,Medical neglect,2016,Percent,0.04
State,New Mexico,Neglect,2016,Percent,0.81
State,New Mexico,Other/missing maltreatment type,2016,Percent,N.R.
State,New Mexico,Physical abuse,2016,Percent,0.12
State,New Mexico,Sexual abuse,2016,Percent,0.03
State,New Mexico,Sexual abuse,2020,Percent,0.04
State,New Mexico,Physical abuse,2020,Percent,0.14
State,New Mexico,Other/missing maltreatment type,2020,Percent,N.R.
State,New Mexico,Neglect,2020,Percent,0.82
State,New Mexico,Medical neglect,2020,Percent,0.03
State,New Mexico,Emotional abuse,2020,Percent,0.28
State,New Mexico,Emotional abuse,2016,Number,1752
State,New Mexico,Medical neglect,2016,Number,277
State,New Mexico,Neglect,2016,Number,6084
State,New Mexico,Other/missing maltreatment type,2016,Number,N.R.
State,New Mexico,Physical abuse,2016,Number,927
State,New Mexico,Sexual abuse,2016,Number,194
State,New Mexico,Emotional abuse,2017,Number,2332
State,New Mexico,Medical neglect,2017,Number,294
State,New Mexico,Neglect,2017,Number,6822
State,New Mexico,Other/missing maltreatment type,2017,Number,N.R.
State,New Mexico,Physical abuse,2017,Number,1040
State,New Mexico,Sexual abuse,2017,Number,220
State,New Mexico,Emotional abuse,2017,Percent,0.27
State,New Mexico,Medical neglect,2017,Percent,0.03
State,New Mexico,Neglect,2017,Percent,0.8
State,New Mexico,Other/missing maltreatment type,2017,Percent,N.R.
State,New Mexico,Physical abuse,2017,Percent,0.12
State,New Mexico,Sexual abuse,2017,Percent,0.03
State,New Mexico,Sexual abuse,2022,Percent,0.04
State,New Mexico,Medical neglect,2022,Percent,0.03
State,New Mexico,Neglect,2022,Percent,0.82
State,New Mexico,Physical abuse,2022,Percent,0.13
State,New Mexico,Other/missing maltreatment type,2022,Percent,N.R.
State,New Mexico,Emotional abuse,2022,Percent,0.24
State,New Mexico,Emotional abuse,2022,Number,1388
State,New Mexico,Other/missing maltreatment type,2022,Number,N.R.
State,New Mexico,Physical abuse,2022,Number,733
State,New Mexico,Neglect,2022,Number,4738
State,New Mexico,Medical neglect,2022,Number,201
State,New Mexico,Sexual abuse,2022,Number,206
State,New Mexico,Emotional abuse,2019,Number,2165
State,New Mexico,Medical neglect,2019,Number,253
State,New Mexico,Neglect,2019,Number,6546
State,New Mexico,Other/missing maltreatment type,2019,Number,N.R.
State,New Mexico,Physical abuse,2019,Number,959
State,New Mexico,Sexual abuse,2019,Number,217
State,New Mexico,Sexual abuse,2019,Percent,0.03
State,New Mexico,Physical abuse,2019,Percent,0.12
State,New Mexico,Other/missing maltreatment type,2019,Percent,N.R.
State,New Mexico,Neglect,2019,Percent,0.82
State,New Mexico,Medical neglect,2019,Percent,0.03
State,New Mexico,Emotional abuse,2019,Percent,0.27
State,New Mexico,Sexual abuse,2021,Percent,0.04
State,New Mexico,Physical abuse,2021,Percent,0.12
State,New Mexico,Other/missing maltreatment type,2021,Percent,N.R.
State,New Mexico,Neglect,2021,Percent,0.82
State,New Mexico,Medical neglect,2021,Percent,0.03
State,New Mexico,Emotional abuse,2021,Percent,0.3
State,New Mexico,Emotional abuse,2021,Number,1751
State,New Mexico,Medical neglect,2021,Number,197
